mac,time,a,b,c,d,e,range,,f,status,g
44:85:00:c5:69:da,1496393090706628,0,0,0,0,0,0,0,0,FAILURE,8.54687E+11
44:85:00:c5:6b:74,1496393090706570,0,0,0,0,0,0,0,0,FAILURE,8.54687E+11
44:85:00:c5:6b:83,1496393090566541,58,0,0,0,0,40,0,0,SUCCESS,8.54687E+11
e4:b3:18:c3:63:15,1496393090706605,0,0,0,0,0,0,0,0,FAILURE,8.54687E+11
e4:b3:18:9f:bf:a5,1496393090744489,69,0,0,0,0,1010,0,0,SUCCESS,8.54687E+11
e4:b3:18:9f:c1:8a,1496393090756733,77,0,0,0,0,1442,0,0,SUCCESS,8.54687E+11
e4:b3:18:9f:bf:91,1496393090768869,70,0,0,0,0,1149,0,0,SUCCESS,8.54687E+11
44:85:00:c5:6b:6f,1496393091036934,0,0,0,0,0,0,0,0,FAILURE,8.54688E+11
e4:b3:18:9f:c1:53,1496393091036931,0,0,0,0,0,0,0,0,FAILURE,8.54688E+11
44:85:00:c5:6b:7e,1496393091713600,0,0,0,0,0,0,0,0,FAILURE,8.54688E+11
44:85:00:c5:6a:e8,1496393091713595,0,0,0,0,0,0,0,0,FAILURE,8.54688E+11
e4:b3:18:9f:c0:d6,1496393091713592,0,0,0,0,0,0,0,0,FAILURE,8.54688E+11
44:85:00:c5:6a:de,1496393091713623,0,0,0,0,0,0,0,0,FAILURE,8.54688E+11
44:85:00:c5:6b:10,1496393091713582,0,0,0,0,0,0,0,0,FAILURE,8.54688E+11
e4:b3:18:9f:bf:f5,1496393091763538,84,0,0,0,0,2100,0,0,SUCCESS,8.54688E+11
44:85:00:c5:6a:fc,1496393093807390,72,0,0,0,0,2220,0,0,SUCCESS,8.5469E+11
44:85:00:c5:69:da,1496393094215631,0,0,0,0,0,0,0,0,FAILURE,8.54691E+11
44:85:00:c5:6b:74,1496393094215625,0,0,0,0,0,0,0,0,FAILURE,8.54691E+11
44:85:00:c5:6b:83,1496393094076039,48,0,0,0,0,-11,0,0,SUCCESS,8.54691E+11
e4:b3:18:c3:63:15,1496393094215618,0,0,0,0,0,0,0,0,FAILURE,8.54691E+11
e4:b3:18:9f:bf:a5,1496393094254647,70,0,0,0,0,1091,0,0,SUCCESS,8.54691E+11
e4:b3:18:9f:c1:8a,1496393094266931,69,0,0,0,0,1622,0,0,SUCCESS,8.54691E+11
e4:b3:18:9f:bf:91,1496393094279190,78,0,0,0,0,1383,0,0,SUCCESS,8.54691E+11
44:85:00:c5:6b:6f,1496393094547031,0,0,0,0,0,0,0,0,FAILURE,8.54691E+11
e4:b3:18:9f:c1:53,1496393094547062,0,0,0,0,0,0,0,0,FAILURE,8.54691E+11
44:85:00:c5:6b:7e,1496393095224938,0,0,0,0,0,0,0,0,FAILURE,8.54692E+11
44:85:00:c5:6a:e8,1496393095224863,0,0,0,0,0,0,0,0,FAILURE,8.54692E+11
e4:b3:18:9f:c0:d6,1496393095224859,0,0,0,0,0,0,0,0,FAILURE,8.54692E+11
44:85:00:c5:6a:de,1496393095224856,0,0,0,0,0,0,0,0,FAILURE,8.54692E+11
44:85:00:c5:6b:10,1496393095224852,0,0,0,0,0,0,0,0,FAILURE,8.54692E+11
e4:b3:18:9f:bf:f5,1496393095390446,0,0,0,0,0,0,0,0,FAILURE,8.54692E+11
44:85:00:c5:6a:fc,1496393097421548,69,0,0,0,0,2207,0,0,SUCCESS,8.54694E+11
44:85:00:c5:69:da,1496393097834415,0,0,0,0,0,0,0,0,FAILURE,8.54694E+11
44:85:00:c5:6b:74,1496393097834372,0,0,0,0,0,0,0,0,FAILURE,8.54694E+11
44:85:00:c5:6b:83,1496393097692806,55,0,0,0,0,-8,0,0,SUCCESS,8.54694E+11
e4:b3:18:c3:63:15,1496393097834366,0,0,0,0,0,0,0,0,FAILURE,8.54694E+11
e4:b3:18:9f:bf:a5,1496393097874422,65,0,0,0,0,1101,0,0,SUCCESS,8.54694E+11
e4:b3:18:9f:c1:8a,1496393097886626,74,0,0,0,0,1596,0,0,SUCCESS,8.54694E+11
e4:b3:18:9f:bf:91,1496393097898734,73,0,0,0,0,1222,0,0,SUCCESS,8.54694E+11
44:85:00:c5:6b:6f,1496393098166469,0,0,0,0,0,0,0,0,FAILURE,8.54695E+11
e4:b3:18:9f:c1:53,1496393098166436,0,0,0,0,0,0,0,0,FAILURE,8.54695E+11
44:85:00:c5:6b:7e,1496393098843908,0,0,0,0,0,0,0,0,FAILURE,8.54695E+11
44:85:00:c5:6a:e8,1496393098843906,0,0,0,0,0,0,0,0,FAILURE,8.54695E+11
e4:b3:18:9f:c0:d6,1496393098843938,0,0,0,0,0,0,0,0,FAILURE,8.54695E+11
44:85:00:c5:6a:de,1496393098843898,0,0,0,0,0,0,0,0,FAILURE,8.54695E+11
44:85:00:c5:6b:10,1496393098843893,0,0,0,0,0,0,0,0,FAILURE,8.54695E+11
e4:b3:18:9f:bf:f5,1496393099013064,0,0,0,0,0,0,0,0,FAILURE,8.54696E+11
44:85:00:c5:6a:fc,1496393101045816,70,0,0,0,0,2317,0,0,SUCCESS,8.54698E+11
44:85:00:c5:69:da,1496393101455430,0,0,0,0,0,0,0,0,FAILURE,8.54698E+11
44:85:00:c5:6b:74,1496393101455425,0,0,0,0,0,0,0,0,FAILURE,8.54698E+11
44:85:00:c5:6b:83,1496393101315618,47,0,0,0,0,-5,0,0,SUCCESS,8.54698E+11
e4:b3:18:c3:63:15,1496393101455418,0,0,0,0,0,0,0,0,FAILURE,8.54698E+11
e4:b3:18:9f:bf:a5,1496393101494289,67,0,0,0,0,1122,0,0,SUCCESS,8.54698E+11
e4:b3:18:9f:c1:8a,1496393101506622,72,0,0,0,0,1671,0,0,SUCCESS,8.54698E+11
e4:b3:18:9f:bf:91,1496393101519174,79,0,0,0,0,1377,0,0,SUCCESS,8.54698E+11
44:85:00:c5:6b:6f,1496393101787409,0,0,0,0,0,0,0,0,FAILURE,8.54698E+11
e4:b3:18:9f:c1:53,1496393101787407,0,0,0,0,0,0,0,0,FAILURE,8.54698E+11
44:85:00:c5:6b:7e,1496393102463835,0,0,0,0,0,0,0,0,FAILURE,8.54699E+11
44:85:00:c5:6a:e8,1496393102463833,0,0,0,0,0,0,0,0,FAILURE,8.54699E+11
e4:b3:18:9f:c0:d6,1496393102463829,0,0,0,0,0,0,0,0,FAILURE,8.54699E+11
44:85:00:c5:6a:de,1496393102463827,0,0,0,0,0,0,0,0,FAILURE,8.54699E+11
44:85:00:c5:6b:10,1496393102463823,0,0,0,0,0,0,0,0,FAILURE,8.54699E+11
e4:b3:18:9f:bf:f5,1496393102626124,0,0,0,0,0,0,0,0,FAILURE,8.54699E+11
44:85:00:c5:6a:fc,1496393104656613,67,0,0,0,0,2087,0,0,SUCCESS,8.54701E+11
44:85:00:c5:69:da,1496393105064720,0,0,0,0,0,0,0,0,FAILURE,8.54702E+11
44:85:00:c5:6b:74,1496393105064718,0,0,0,0,0,0,0,0,FAILURE,8.54702E+11
44:85:00:c5:6b:83,1496393104925134,53,0,0,0,0,-36,0,0,SUCCESS,8.54701E+11
e4:b3:18:c3:63:15,1496393105064712,0,0,0,0,0,0,0,0,FAILURE,8.54702E+11
e4:b3:18:9f:bf:a5,1496393105101694,74,0,0,0,0,1038,0,0,SUCCESS,8.54702E+11
e4:b3:18:9f:c1:8a,1496393105114452,73,0,0,0,0,1694,0,0,SUCCESS,8.54702E+11
e4:b3:18:9f:bf:91,1496393105126736,71,0,0,0,0,1403,0,0,SUCCESS,8.54702E+11
44:85:00:c5:6b:6f,1496393105394355,0,0,0,0,0,0,0,0,FAILURE,8.54702E+11
e4:b3:18:9f:c1:53,1496393105394351,0,0,0,0,0,0,0,0,FAILURE,8.54702E+11
44:85:00:c5:6b:7e,1496393106069691,0,0,0,0,0,0,0,0,FAILURE,8.54703E+11
44:85:00:c5:6a:e8,1496393106069687,0,0,0,0,0,0,0,0,FAILURE,8.54703E+11
e4:b3:18:9f:c0:d6,1496393106069683,0,0,0,0,0,0,0,0,FAILURE,8.54703E+11
44:85:00:c5:6a:de,1496393106069680,0,0,0,0,0,0,0,0,FAILURE,8.54703E+11
44:85:00:c5:6b:10,1496393106069674,0,0,0,0,0,0,0,0,FAILURE,8.54703E+11
e4:b3:18:9f:bf:f5,1496393106106757,85,0,0,0,0,1635,0,0,SUCCESS,8.54703E+11
44:85:00:c5:6a:fc,1496393108147513,68,0,0,0,0,2055,0,0,SUCCESS,8.54705E+11
44:85:00:c5:69:da,1496393108569587,0,0,0,0,0,0,0,0,FAILURE,8.54705E+11
44:85:00:c5:6b:74,1496393108569582,0,0,0,0,0,0,0,0,FAILURE,8.54705E+11
44:85:00:c5:6b:83,1496393108428164,62,0,0,0,0,176,0,0,SUCCESS,8.54705E+11
e4:b3:18:c3:63:15,1496393108569572,0,0,0,0,0,0,0,0,FAILURE,8.54705E+11
e4:b3:18:9f:bf:a5,1496393108606543,69,0,0,0,0,1266,0,0,SUCCESS,8.54705E+11
e4:b3:18:9f:c1:8a,1496393108619008,74,0,0,0,0,1645,0,0,SUCCESS,8.54705E+11
e4:b3:18:9f:bf:91,1496393108631795,76,0,0,0,0,1399,0,0,SUCCESS,8.54705E+11
44:85:00:c5:6b:6f,1496393108899954,0,0,0,0,0,0,0,0,FAILURE,8.54705E+11
e4:b3:18:9f:c1:53,1496393108899979,0,0,0,0,0,0,0,0,FAILURE,8.54705E+11
44:85:00:c5:6b:7e,1496393109576614,0,0,0,0,0,0,0,0,FAILURE,8.54706E+11
44:85:00:c5:6a:e8,1496393109576607,0,0,0,0,0,0,0,0,FAILURE,8.54706E+11
e4:b3:18:9f:c0:d6,1496393109576604,0,0,0,0,0,0,0,0,FAILURE,8.54706E+11
44:85:00:c5:6a:de,1496393109576601,0,0,0,0,0,0,0,0,FAILURE,8.54706E+11
44:85:00:c5:6b:10,1496393109576596,0,0,0,0,0,0,0,0,FAILURE,8.54706E+11
e4:b3:18:9f:bf:f5,1496393109743242,0,0,0,0,0,0,0,0,FAILURE,8.54706E+11
44:85:00:c5:6a:fc,1496393111773935,73,0,0,0,0,1988,0,0,SUCCESS,8.54708E+11
44:85:00:c5:69:da,1496393112182393,0,0,0,0,0,0,0,0,FAILURE,8.54709E+11
44:85:00:c5:6b:74,1496393112182346,0,0,0,0,0,0,0,0,FAILURE,8.54709E+11
44:85:00:c5:6b:83,1496393112042868,59,0,0,0,0,266,0,0,SUCCESS,8.54709E+11
e4:b3:18:c3:63:15,1496393112182340,0,0,0,0,0,0,0,0,FAILURE,8.54709E+11
e4:b3:18:9f:bf:a5,1496393112228550,64,0,0,0,0,1356,0,0,SUCCESS,8.54709E+11
e4:b3:18:9f:c1:8a,1496393112241749,81,0,0,0,0,1802,0,0,SUCCESS,8.54709E+11
e4:b3:18:9f:bf:91,1496393112266185,69,0,0,0,0,1390,0,0,SUCCESS,8.54709E+11
44:85:00:c5:6b:6f,1496393112533806,0,0,0,0,0,0,0,0,FAILURE,8.54709E+11
e4:b3:18:9f:c1:53,1496393112533802,0,0,0,0,0,0,0,0,FAILURE,8.54709E+11
44:85:00:c5:6b:7e,1496393113209758,0,0,0,0,0,0,0,0,FAILURE,8.5471E+11
44:85:00:c5:6a:e8,1496393113209753,0,0,0,0,0,0,0,0,FAILURE,8.5471E+11
e4:b3:18:9f:c0:d6,1496393113209747,0,0,0,0,0,0,0,0,FAILURE,8.5471E+11
44:85:00:c5:6a:de,1496393113209771,0,0,0,0,0,0,0,0,FAILURE,8.5471E+11
44:85:00:c5:6b:10,1496393113209741,0,0,0,0,0,0,0,0,FAILURE,8.5471E+11
e4:b3:18:9f:bf:f5,1496393113373502,0,0,0,0,0,0,0,0,FAILURE,8.5471E+11
44:85:00:c5:6a:fc,1496393115405220,71,0,0,0,0,1857,0,0,SUCCESS,8.54712E+11
44:85:00:c5:69:da,1496393115721225,0,0,0,0,0,0,0,0,FAILURE,8.54712E+11
44:85:00:c5:6b:74,1496393115721221,0,0,0,0,0,0,0,0,FAILURE,8.54712E+11
44:85:00:c5:6b:83,1496393115572573,68,0,0,0,0,452,0,0,SUCCESS,8.54712E+11
e4:b3:18:c3:63:15,1496393115721214,0,0,0,0,0,0,0,0,FAILURE,8.54712E+11
e4:b3:18:9f:bf:a5,1496393115759026,71,0,0,0,0,1416,0,0,SUCCESS,8.54712E+11
e4:b3:18:9f:c1:8a,1496393115771844,78,0,0,0,0,1978,0,0,SUCCESS,8.54712E+11
e4:b3:18:9f:bf:91,1496393115792542,77,0,0,0,0,1729,0,0,SUCCESS,8.54712E+11
44:85:00:c5:6b:6f,1496393116060238,0,0,0,0,0,0,0,0,FAILURE,8.54713E+11
e4:b3:18:9f:c1:53,1496393116060234,0,0,0,0,0,0,0,0,FAILURE,8.54713E+11
44:85:00:c5:6b:7e,1496393116739607,0,0,0,0,0,0,0,0,FAILURE,8.54713E+11
44:85:00:c5:6a:e8,1496393116739603,0,0,0,0,0,0,0,0,FAILURE,8.54713E+11
e4:b3:18:9f:c0:d6,1496393116739598,0,0,0,0,0,0,0,0,FAILURE,8.54713E+11
44:85:00:c5:6a:de,1496393116739601,0,0,0,0,0,0,0,0,FAILURE,8.54713E+11
44:85:00:c5:6b:10,1496393116739609,0,0,0,0,0,0,0,0,FAILURE,8.54713E+11
e4:b3:18:9f:bf:f5,1496393116904333,0,0,0,0,0,0,0,0,FAILURE,8.54713E+11
44:85:00:c5:6a:fc,1496393118933170,66,0,0,0,0,1730,0,0,SUCCESS,8.54715E+11
44:85:00:c5:69:da,1496393119233700,0,0,0,0,0,0,0,0,FAILURE,8.54716E+11
44:85:00:c5:6b:74,1496393119076379,82,0,0,0,0,479,0,0,SUCCESS,8.54716E+11
44:85:00:c5:6b:83,1496393119093357,70,0,0,0,0,453,0,0,SUCCESS,8.54716E+11
e4:b3:18:c3:63:15,1496393119233687,0,0,0,0,0,0,0,0,FAILURE,8.54716E+11
e4:b3:18:9f:bf:a5,1496393119272717,72,0,0,0,0,1616,0,0,SUCCESS,8.54716E+11
